isDGA,domain,host,subclass
dga,1lcps9kr6qbes1afsqd5xmnied,1lcps9kr6qbes1afsqd5xmnied.org,newgoz
legit,sexanimal,sexanimal.info,alexa
dga,1avdrnt2gdy3ujo0f12gph5o3,1avdrnt2gdy3ujo0f12gph5o3.net,newgoz
dga,hugxeqsnbnyxbutv,hugxeqsnbnyxbutv.jp,necurs
dga,3aacfda8d74b4a39b905fd9bb959213f,3aacfda8d74b4a39b905fd9bb959213f.org,bamital
dga,frontdare,frontdare.net,nivdort
dga,71fb4f44fddd98051dd9981bc18ed4b9,71fb4f44fddd98051dd9981bc18ed4b9.org,bamital
dga,ei93j1w4szo61o64sfzmoch4v,ei93j1w4szo61o64sfzmoch4v.com,newgoz
legit,schuh,schuh.co.uk,alexa
legit,pmates,pmates.com,alexa
legit,mangahead,mangahead.com,legit
legit,archives-ouvertes,archives-ouvertes.fr,legit
legit,ualberta,ualberta.ca,alexa
dga,gepuliai,gepuliai.ir,necurs
legit,auswaertiges-amt,auswaertiges-amt.de,legit
dga,olglkytemssnf,olglkytemssnf.com,cryptolocker
legit,loveculture,loveculture.com,legit
dga,b0yryv8wi1rb3jhoy5fjveke,b0yryv8wi1rb3jhoy5fjveke.biz,newgoz
legit,landandfarm,landandfarm.com,alexa
dga,spendfive,spendfive.net,nivdort
legit,yopmail,yopmail.com,alexa
legit,sportstats,sportstats.com,alexa
dga,cyqwtvwynqiuxk,cyqwtvwynqiuxk.info,cryptolocker
dga,gjtqvvdmvvyymjbmcjlgf,gjtqvvdmvvyymjbmcjlgf.mn,necurs
dga,eytroyxbisgpjhmyhzxfexnzqsrc,eytroyxbisgpjhmyhzxfexnzqsrc.ru,goz
legit,androidforum,androidforum.com,legit
dga,movefell,movefell.net,nivdort
legit,chekb,chekb.com,alexa
legit,georiot,georiot.co,legit
dga,diaqumtqhpnekt,diaqumtqhpnekt.ru,cryptolocker
legit,onlookersmedia,onlookersmedia.com,alexa
legit,moins-depenser,moins-depenser.com,legit
dga,ozxiak1pvrm5saig9al9te3u,ozxiak1pvrm5saig9al9te3u.biz,newgoz
dga,rujbrilwgwtopkx,rujbrilwgwtopkx.ru,cryptolocker
dga,xfautgmtrfltnf,xfautgmtrfltnf.ru,cryptolocker
legit,tejaratasan,tejaratasan.ir,alexa
dga,1c0dlhg1bdg45i1x15bkak1zk0n,1c0dlhg1bdg45i1x15bkak1zk0n.org,newgoz
dga,qmjefjdixvyf,qmjefjdixvyf.ru,cryptolocker
dga,flgrhsyjwieeiebcjdtw,flgrhsyjwieeiebcjdtw.mx,necurs
dga,nqjuharirbpy,nqjuharirbpy.ru,cryptolocker
legit,nubiles,nubiles.net,alexa
dga,1vqiegq4pg0ksm5xd7iohnzgz,1vqiegq4pg0ksm5xd7iohnzgz.net,newgoz
legit,ronin2002,ronin2002.com,legit
dga,zlfmtmfpjpupzovwcaqovtoz,zlfmtmfpjpupzovwcaqovtoz.ru,goz
legit,bbvabancocontinental,bbvabancocontinental.com,legit
dga,mkynihcawcx,mkynihcawcx.mn,necurs
legit,swip,swip.su,alexa
dga,19hpk3rayxieb4k4j7e1gktenj,19hpk3rayxieb4k4j7e1gktenj.biz,gameoverdga
legit,myboner,myboner.com,alexa
legit,gerakan-anti-pkr,gerakan-anti-pkr.blogspot.com,legit
dga,vykpdepyssxe,vykpdepyssxe.ru,cryptolocker
dga,madeslow,madeslow.net,nivdort
dga,qfrwkmbvhghom,qfrwkmbvhghom.ru,cryptolocker
legit,pornicom,pornicom.com,alexa
dga,daednimpjosgy,daednimpjosgy.biz,cryptolocker
legit,extranetinvestment,extranetinvestment.com,alexa
legit,cachefly,cachefly.net,legit
legit,newwoman,newwoman.ru,legit
dga,4n5kaf77ku2t1wifv1w1qtzxot,4n5kaf77ku2t1wifv1w1qtzxot.com,newgoz
dga,1pezyy41665ddh1sq97o5gjz9dv,1pezyy41665ddh1sq97o5gjz9dv.net,newgoz
dga,dpwmvqtlnaywsd,dpwmvqtlnaywsd.ru,cryptolocker
legit,myfamily,myfamily.com,legit
legit,desenvolvimento,desenvolvimento.gov.br,legit
dga,54e7463ea77113c4c160bd0c8f66abd5,54e7463ea77113c4c160bd0c8f66abd5.org,bamital
dga,rdievgtqlfpbdna,rdievgtqlfpbdna.im,necurs
dga,wnkfqvjakidw,wnkfqvjakidw.ru,cryptolocker
dga,fhyipxonnjti,fhyipxonnjti.ru,cryptolocker
dga,southhouse,southhouse.net,nivdort
dga,16hhf01c6vew01u67aylzeibp5,16hhf01c6vew01u67aylzeibp5.net,newgoz
legit,kingjamesbibleonline,kingjamesbibleonline.org,alexa
dga,dz0aeuctb87mn6crqcwtdwzj,dz0aeuctb87mn6crqcwtdwzj.org,newgoz
dga,rsbaswoijxpfvgaqylltgnjlbh,rsbaswoijxpfvgaqylltgnjlbh.ru,goz
legit,bottomlinepublications,bottomlinepublications.com,legit
dga,lxiirdxiqiramt,lxiirdxiqiramt.ru,cryptolocker
legit,smzy,smzy.com,alexa
dga,qhrfnscletrtg,qhrfnscletrtg.ru,cryptolocker
legit,stadium,stadium-live.biz,alexa
legit,liked,liked.ru,alexa
dga,sauthswpfage,sauthswpfage.info,cryptolocker
dga,g94xj2lde7c71wf509f1k00jle,g94xj2lde7c71wf509f1k00jle.net,gameoverdga
legit,membermouse,membermouse.com,alexa
legit,coast-stores,coast-stores.com,legit
legit,sitedown,sitedown.co,legit
dga,sjrydmpucgxknb,sjrydmpucgxknb.ru,cryptolocker
legit,bobsled,bobsled.com,legit
legit,umlnews,umlnews.net,legit
dga,amdidroxzdobpvwztwlrpc,amdidroxzdobpvwztwlrpc.ru,goz
dga,paonedfecceoefp,paonedfecceoefp.ru,cryptolocker
dga,19lxmfc165s7b1sqxre81kts75b,19lxmfc165s7b1sqxre81kts75b.biz,gameoverdga
dga,9221701qnhacdyzrs6r1bahjvz,9221701qnhacdyzrs6r1bahjvz.org,newgoz
dga,16zbk7419so68k5aug9vxuef2r,16zbk7419so68k5aug9vxuef2r.net,gameoverdga
dga,pxowjfhnyhw,pxowjfhnyhw.me,necurs
dga,ea6b1a11744eivf2ofnkqhj7,ea6b1a11744eivf2ofnkqhj7.biz,gameoverdga
dga,gdcfwnpvcnrdd,gdcfwnpvcnrdd.co.uk,cryptolocker
legit,wsbtv,wsbtv.com,alexa
legit,iccsafe,iccsafe.org,legit
dga,tijtllrvkppkrso,tijtllrvkppkrso.ru,cryptolocker
legit,z5x,z5x.net,alexa
dga,1xmswtlpvihyu1mt3h51y6s5s8,1xmswtlpvihyu1mt3h51y6s5s8.com,newgoz
legit,agroinform,agroinform.com,legit
dga,yctwlghiqawtw,yctwlghiqawtw.ru,cryptolocker
legit,assabile,assabile.com,alexa
legit,onnurynet,onnurynet.co.kr,alexa
dga,qdnock182cffrxjgo7umcfe5d,qdnock182cffrxjgo7umcfe5d.net,gameoverdga
legit,hotmasalaboard,hotmasalaboard.com,legit
dga,1fui6pb1m6tgjo5nzybeym8pc,1fui6pb1m6tgjo5nzybeym8pc.org,newgoz
dga,fbb6iusn82un1uc4vem17oveav,fbb6iusn82un1uc4vem17oveav.com,gameoverdga
dga,pfxoveamgqahrwcmlroz,pfxoveamgqahrwcmlroz.ru,goz
legit,zhengjian,zhengjian.org,legit
dga,idupafgoig,idupafgoig.tv,necurs
dga,lttnqighqdvja,lttnqighqdvja.ru,cryptolocker
dga,jjlkdsg,jjlkdsg.mu,necurs
dga,qzffq71al9syr1y4kinb1t95k7f,qzffq71al9syr1y4kinb1t95k7f.biz,newgoz
legit,shiftdelete,shiftdelete.net,alexa
dga,1i8t83a1lxy1e51htjld016klusd,1i8t83a1lxy1e51htjld016klusd.biz,gameoverdga
dga,1q3m9c4hgkuky1pch3301ueyrwd,1q3m9c4hgkuky1pch3301ueyrwd.com,newgoz
legit,thebuddyforum,thebuddyforum.com,legit
legit,999,999.com,alexa
legit,bloggerheroe,bloggerheroe.com,legit
dga,2q0c4y8psnakfi2mvix5ex96,2q0c4y8psnakfi2mvix5ex96.biz,newgoz
dga,pxkcjaymaaahkmdqmm,pxkcjaymaaahkmdqmm.tw,necurs
legit,kingdom,kingdom.or.jp,alexa
dga,xslooqyvgtvl,xslooqyvgtvl.ru,cryptolocker
dga,bcyafufweuvb,bcyafufweuvb.ru,cryptolocker
legit,bookchums,bookchums.com,legit
dga,movegoes,movegoes.net,nivdort
legit,robinsonsequestrian,robinsonsequestrian.com,legit
dga,yrkhleyuaiuah,yrkhleyuaiuah.ru,cryptolocker
legit,articlefree4all,articlefree4all.com,legit
legit,adhuntr,adhuntr.com,legit
dga,pifpfginndbvu,pifpfginndbvu.ru,cryptolocker
legit,xpornotubes,xpornotubes.com,alexa
dga,hoz3rm12zuj8bwkxhssyapjaf,hoz3rm12zuj8bwkxhssyapjaf.org,gameoverdga
legit,productsaddurl,productsaddurl.com,legit
dga,qlbxmjxnlnnuylo,qlbxmjxnlnnuylo.ru,cryptolocker
legit,toucharger,toucharger.com,alexa
legit,imautomator,imautomator.com,alexa
legit,fanpix,fanpix.net,alexa
legit,heraldtribune,heraldtribune.com,alexa
legit,careeronestop,careeronestop.org,legit
legit,gazeta-shqip,gazeta-shqip.com,legit
dga,p98eb4qz489kzurdr8ba0aao,p98eb4qz489kzurdr8ba0aao.org,newgoz
dga,kpcprywpcnkge,kpcprywpcnkge.eu,necurs
legit,caspianbarrel,caspianbarrel.org,legit
legit,gatorsports,gatorsports.com,legit
dga,bcmoeatbpedjme,bcmoeatbpedjme.ru,cryptolocker
legit,playvid,playvid.com,alexa
legit,pubmatic,pubmatic.com,alexa
dga,southlight,southlight.net,nivdort
legit,pageonepower,pageonepower.com,legit
dga,qgy9f61pk9gum11zywrvok7gro,qgy9f61pk9gum11zywrvok7gro.biz,gameoverdga
dga,j9iz183z5rsh1193exmiufjb8,j9iz183z5rsh1193exmiufjb8.com,gameoverdga
dga,rgpgifylhusgaozonjnguob,rgpgifylhusgaozonjnguob.ru,goz
dga,eakbkrwkmrdovwkfyceyllvpbyfqkv,eakbkrwkmrdovwkfyceyllvpbyfqkv.ru,goz
legit,qr,qr-code-generator.com,alexa
legit,icook,icook.tw,alexa
legit,yammer,yammer.com,alexa
legit,torrentfrancais,torrentfrancais.eu,alexa
dga,fehlsahsmmuq,fehlsahsmmuq.info,cryptolocker
legit,sifyitest,sifyitest.com,alexa
legit,mplstudios,mplstudios.com,alexa
legit,virtuemart2,virtuemart2.info,legit
dga,groupfish,groupfish.net,nivdort
legit,playerio,playerio.com,legit
legit,poslednie,poslednie-news.com,alexa
legit,hackedfreegames,hackedfreegames.com,legit
dga,datcxwyltwtcfmpfyxkzoztjv,datcxwyltwtcfmpfyxkzoztjv.ru,goz
legit,bankexam,bankexam.co.in,legit
dga,1v8usdh1w3e5ma1e553hv1vqd4kn,1v8usdh1w3e5ma1e553hv1vqd4kn.net,newgoz
dga,hfsmnhocclywwl,hfsmnhocclywwl.ru,cryptolocker
legit,aerotek,aerotek.com,legit
legit,iowntheworld,iowntheworld.com,legit
legit,reederapp,reederapp.com,legit
dga,jbnzcmuwxpofskcmyprwypbilrwg,jbnzcmuwxpofskcmyprwypbilrwg.ru,goz
dga,hsyssponsilt,hsyssponsilt.com,cryptolocker
dga,tkxpijdepaeljwkcyqwnbijlx,tkxpijdepaeljwkcyqwnbijlx.ru,goz
legit,donyayesanat,donyayesanat.com,legit
legit,webrazzi,webrazzi.com,alexa
dga,hrdumaqqllnpmsg,hrdumaqqllnpmsg.ru,cryptolocker
dga,1ixmfbup31i0co1yv0kw5ncvl,1ixmfbup31i0co1yv0kw5ncvl.org,gameoverdga
dga,rmkkrxbotsgiltu,rmkkrxbotsgiltu.ru,cryptolocker
legit,ticketleap,ticketleap.com,alexa
legit,magic-system,magic-system.biz,legit
dga,spendsure,spendsure.net,nivdort
legit,usekahuna,usekahuna.com,legit
dga,1mgxx7i11rgs54y5verp167yf5f,1mgxx7i11rgs54y5verp167yf5f.net,newgoz
dga,meatfish,meatfish.net,nivdort
dga,gdfhwhpsxtcitla,gdfhwhpsxtcitla.ru,cryptolocker
dga,wentborn,wentborn.net,nivdort
dga,xpjibbohgblcrp,xpjibbohgblcrp.ru,cryptolocker
dga,33085jtf86b5ejy13v103t4i1,33085jtf86b5ejy13v103t4i1.biz,gameoverdga
dga,pxmqfwpmqwpe,pxmqfwpmqwpe.ru,cryptolocker
dga,lordwhole,lordwhole.net,nivdort
legit,arrow,arrow.com,alexa
legit,ameeera,ameeera.com,legit
dga,enfpywssmloukl,enfpywssmloukl.ms,necurs
legit,yokogawa,yokogawa.ru,legit
dga,qhyvhadktbrab,qhyvhadktbrab.ru,cryptolocker
legit,cutestpaw,cutestpaw.com,legit
legit,highbeam,highbeam.com,alexa
dga,e15ar612bzabt1vm6ji3fzs5lq,e15ar612bzabt1vm6ji3fzs5lq.net,newgoz
legit,megaessays,megaessays.com,legit
dga,nlkwsvgymlcyqp,nlkwsvgymlcyqp.ru,cryptolocker
legit,sinhvienit,sinhvienit.net,alexa
legit,parsianinsurance,parsianinsurance.com,legit
legit,greyhound,greyhound.com,alexa
dga,cppsxjcbmbwqxec,cppsxjcbmbwqxec.ru,cryptolocker
dga,wifecity,wifecity.net,nivdort
dga,signback,signback.net,nivdort
legit,pcspeedboost,pcspeedboost.com,alexa
dga,obultruqctvlmt,obultruqctvlmt.ru,cryptolocker
legit,jschina,jschina.com.cn,alexa
dga,watchfive,watchfive.net,nivdort
dga,fairgrain,fairgrain.net,nivdort
legit,kramola,kramola.info,alexa
legit,youmaker,youmaker.com,alexa
dga,pgwxsbfeoyevfg,pgwxsbfeoyevfg.ru,cryptolocker
legit,ebah,ebah.com.br,alexa
legit,nakedonthestreets,nakedonthestreets.com,alexa
legit,townwork,townwork.net,alexa
dga,bgxgelryvynriy,bgxgelryvynriy.info,cryptolocker
dga,oycawnjlqgmhs,oycawnjlqgmhs.ru,cryptolocker
legit,zinsen-berechnen,zinsen-berechnen.de,legit
dga,520wd87niip810j08qkhy1la7,520wd87niip810j08qkhy1la7.net,newgoz
legit,globalhealingcenter,globalhealingcenter.com,alexa
dga,eaigsz1up3ygtksdtjgrge5fe,eaigsz1up3ygtksdtjgrge5fe.com,gameoverdga
dga,jrsjkkltpxrvd,jrsjkkltpxrvd.ru,cryptolocker
legit,picdn,picdn.net,alexa
dga,acchtnatbroj,acchtnatbroj.cc,necurs
legit,1passforallsites,1passforallsites.com,legit
legit,submitshop,submitshop.com,legit
legit,rightsignature,rightsignature.com,alexa
dga,xeethiddlvtccnnfrj,xeethiddlvtccnnfrj.pro,necurs
dga,1arz3jy1cr99k3noe8x51basnzw,1arz3jy1cr99k3noe8x51basnzw.net,newgoz
legit,fromupnorth,fromupnorth.com,alexa
legit,webtechelp,webtechelp.com,alexa
legit,smartinsights,smartinsights.com,alexa
legit,sce,sce.com,alexa
legit,klmty,klmty.net,alexa
legit,adpublisher,adpublisher.in,legit
legit,my,my-hit.org,alexa
dga,phepjfriexcpv,phepjfriexcpv.ru,cryptolocker
legit,mastercleansesecrets,mastercleansesecrets.com,legit
dga,xrritkpyrbog,xrritkpyrbog.ru,cryptolocker
dga,qivnmmopmsfly,qivnmmopmsfly.org,cryptolocker
legit,seobloggerstips,seobloggerstips.com,legit
legit,webpark,webpark.ru,legit
legit,typeform,typeform.com,alexa
legit,banxico,banxico.org.mx,alexa
legit,dating,dating.ru,alexa
dga,1g215w01uvz89q1smkiew1x987y8,1g215w01uvz89q1smkiew1x987y8.net,newgoz
dga,wpmkbtrklkwa,wpmkbtrklkwa.biz,cryptolocker
legit,valutakurser,valutakurser.dk,alexa
legit,fxiaoke,fxiaoke.com,alexa
legit,muramura,muramura.tv,legit
legit,co188,co188.com,alexa
legit,spunkyangels,spunkyangels.com,legit
legit,annamalicesissyselfhypnosis,annamalicesissyselfhypnosis.com,legit
legit,jino,jino.ru,alexa
legit,tubiba,tubiba.com,alexa
dga,unonrdy2klfi8su3m9lvo2p9,unonrdy2klfi8su3m9lvo2p9.org,gameoverdga
dga,yyrxgslgabtl,yyrxgslgabtl.ru,cryptolocker
dga,yardreach,yardreach.net,nivdort
dga,yamjukmjxekb,yamjukmjxekb.ru,cryptolocker
dga,hairlive,hairlive.net,nivdort
legit,tinthethao,tinthethao.com.vn,alexa
legit,seoconsult,seoconsult.info,legit
legit,rti,rti.org.tw,alexa
legit,screenr,screenr.com,alexa
dga,rhlssfprbygpoc,rhlssfprbygpoc.ru,cryptolocker
dga,4n9kfq1w0kzolfwdr1y126fzst,4n9kfq1w0kzolfwdr1y126fzst.com,newgoz
legit,emu-russia,emu-russia.net,legit
legit,gazetalubuska,gazetalubuska.pl,alexa
legit,xvideo,xvideo-jp.com,alexa
dga,ojvktlnjwoamtscfaxwxsugpj,ojvktlnjwoamtscfaxwxsugpj.ru,goz
dga,nivpordtxwgff,nivpordtxwgff.info,cryptolocker
legit,stagevu,stagevu.com,alexa
legit,vivotudo,vivotudo.com.br,alexa
legit,mcchina,mcchina.com,alexa
legit,ezhun,ezhun.com,alexa
legit,lowcarbfriends,lowcarbfriends.com,legit
legit,swflamls,swflamls.com,alexa
legit,dublinbus,dublinbus.ie,legit
dga,pvjbadxqcdaqpfgipwpfd,pvjbadxqcdaqpfgipwpfd.ru,goz
dga,ttlbklxagnurk,ttlbklxagnurk.ru,cryptolocker
dga,boqjjfgaqbso,boqjjfgaqbso.bit,necurs
legit,chinasre,chinasre.com,alexa
legit,empathica,empathica.com,legit
dga,gdwhxypvsuuddhtaoyt,gdwhxypvsuuddhtaoyt.pro,necurs
dga,vyvyyetrnctelaq,vyvyyetrnctelaq.net,cryptolocker
dga,lookhome,lookhome.net,nivdort
dga,ylt8c4hln87wyenid3yw59f,ylt8c4hln87wyenid3yw59f.org,newgoz
legit,keizai,keizai.biz,alexa
legit,ghananation,ghananation.com,legit
legit,valegames,valegames.com,alexa
dga,jrfyrtvityjrbdo,jrfyrtvityjrbdo.net,cryptolocker
dga,n1afx81fxi3g81rj9rttv78kep,n1afx81fxi3g81rj9rttv78kep.com,gameoverdga
dga,3454m91df1z9jvq15gzhjiil,3454m91df1z9jvq15gzhjiil.org,newgoz
dga,xcupgwronfpggbl,xcupgwronfpggbl.ru,cryptolocker
legit,22bw,22bw.com,alexa
dga,signgrow,signgrow.net,nivdort
dga,prpfwowkhvcxrkuhjzinmjdqyxnr,prpfwowkhvcxrkuhjzinmjdqyxnr.ru,goz
dga,hairenjoy,hairenjoy.net,nivdort
legit,sparkasse-herford,sparkasse-herford.de,legit
dga,xdqirojvknzaesktcdwskngagtn,xdqirojvknzaesktcdwskngagtn.ru,goz
legit,ma-planete,ma-planete.com,legit
dga,fdrudbutvlcpp,fdrudbutvlcpp.ru,cryptolocker
dga,dddunyhcrlvrqt,dddunyhcrlvrqt.ru,cryptolocker
dga,uponhunt,uponhunt.net,nivdort
legit,real-debrid,real-debrid.com,legit
dga,rf3k3n10je3ampdxnc51e4sh3l,rf3k3n10je3ampdxnc51e4sh3l.biz,gameoverdga
legit,kickoff,kickoff.co.uk,legit
dga,cbktbhmvmnwk,cbktbhmvmnwk.org,cryptolocker
legit,tiberiumalliances,tiberiumalliances.com,alexa
legit,rhymeswithsnitch,rhymeswithsnitch.com,legit
legit,digitalpacific,digitalpacific.com.au,legit
legit,daoguo,daoguo.com,alexa
dga,ivikoczt32g11hipxz3128ba6e,ivikoczt32g11hipxz3128ba6e.net,newgoz
dga,wabemsumhubmf,wabemsumhubmf.ru,cryptolocker
dga,mqholwkuaakbrxh,mqholwkuaakbrxh.cm,necurs
dga,ujuf9e1w7inlh1yddo10y5ywa0,ujuf9e1w7inlh1yddo10y5ywa0.net,gameoverdga
dga,dimzaqxinhyhydttaeaipukrkh,dimzaqxinhyhydttaeaipukrkh.ru,goz
dga,jajphyqmlguqkde,jajphyqmlguqkde.ru,cryptolocker
dga,lkqanxxpgkf,lkqanxxpgkf.co,necurs
legit,animeclick,animeclick.it,legit
dga,qchunrfimyleadvkjnnjxwnfakqc,qchunrfimyleadvkjnnjxwnfakqc.ru,goz
dga,milkcompe,milkcompe.net,nivdort
dga,sicklate,sicklate.net,nivdort
dga,hp3mf6to2dyr415kdzks5tq,hp3mf6to2dyr415kdzks5tq.com,newgoz
legit,foliovision,foliovision.com,legit
dga,ofumvrbvqtmwd,ofumvrbvqtmwd.ru,cryptolocker
legit,plrblogs,plrblogs.com,legit
dga,ucfnopqsvaovd,ucfnopqsvaovd.ru,cryptolocker
dga,gssuea2mxkes9e53r3nase3,gssuea2mxkes9e53r3nase3.com,newgoz
legit,51sxue,51sxue.com,alexa
legit,localbusinessguide,localbusinessguide.com.au,alexa
dga,gwbyshdsgpxqomokn,gwbyshdsgpxqomokn.ug,necurs
legit,mbta,mbta.com,alexa
dga,mgdnkcixjrpp,mgdnkcixjrpp.ru,cryptolocker
dga,7yfthkzilepy2v23bc1ifrdrk,7yfthkzilepy2v23bc1ifrdrk.biz,gameoverdga
legit,garagejournal,garagejournal.com,alexa
legit,watchgfporn,watchgfporn.com,legit
dga,frmxlkvinahe,frmxlkvinahe.ru,cryptolocker
legit,cubecdn,cubecdn.net,legit
dga,amlzknnrkvfyxtwtcdepfudeeiau,amlzknnrkvfyxtwtcdepfudeeiau.ru,goz
dga,jftfgvxnidcx,jftfgvxnidcx.sx,necurs
dga,bixojrsjftsxsbqkdequcswgiay,bixojrsjftsxsbqkdequcswgiay.ru,goz
legit,seojobs,seojobs.in,legit
dga,hanghouse,hanghouse.net,nivdort
legit,myblogguest,myblogguest.com,alexa
legit,goodgamestudios,goodgamestudios.com,alexa
dga,vcxvgeqkoioe,vcxvgeqkoioe.ru,cryptolocker
legit,2caipiao,2caipiao.com,legit
dga,jiciyltrsrkdai,jiciyltrsrkdai.ru,cryptolocker
legit,japantravel,japantravel.com,alexa
dga,movesince,movesince.net,nivdort
dga,nchigwjhkknvj,nchigwjhkknvj.ru,cryptolocker
dga,rhapafspcrwtqj,rhapafspcrwtqj.ru,cryptolocker
dga,sqjnbtxvolfvo,sqjnbtxvolfvo.ru,cryptolocker
legit,neartoyou,neartoyou.net,legit
dga,hpgaeydxoehjjlj,hpgaeydxoehjjlj.ru,cryptolocker
dga,southcross,southcross.net,nivdort
dga,1md7hxp1d5rf9h1pkish8mrpeci,1md7hxp1d5rf9h1pkish8mrpeci.biz,newgoz
dga,ydcvdhrumxovhqerway,ydcvdhrumxovhqerway.tw,necurs
legit,netoff,netoff.co.jp,alexa
dga,wnoctmckyrtbou,wnoctmckyrtbou.ru,cryptolocker
dga,faibpgefulgbkl,faibpgefulgbkl.net,cryptolocker
dga,1qelxy01pa5u3j1b0j7n91wbk0ss,1qelxy01pa5u3j1b0j7n91wbk0ss.org,gameoverdga
legit,anytimefitness,anytimefitness.co.uk,legit
dga,bcyevvhgnfyncrm,bcyevvhgnfyncrm.ru,cryptolocker
dga,msjuboucffitcxn,msjuboucffitcxn.ru,cryptolocker
legit,fichier,fichier-pdf.fr,alexa
legit,ipu,ipu.ac.in,alexa
dga,ffwycvwhjaan,ffwycvwhjaan.sh,necurs
legit,quickblogcast,quickblogcast.com,legit
dga,headslow,headslow.net,nivdort
dga,pveytogyhirlzrpaijfnpnlfplz,pveytogyhirlzrpaijfnpnlfplz.ru,goz
dga,musichalf,musichalf.net,nivdort
dga,ggkmahkscpafmh,ggkmahkscpafmh.ru,cryptolocker
dga,ggogeqbmluhu,ggogeqbmluhu.ru,cryptolocker
dga,1dg5sq81bkz3jc1t3l1lpf33fks,1dg5sq81bkz3jc1t3l1lpf33fks.com,newgoz
legit,informationweek,informationweek.com,alexa
legit,idqqimg,idqqimg.com,legit
legit,media-rich,media-rich.ru,legit
legit,ivi,ivi.ru,alexa
dga,dymacjcgwnqwq,dymacjcgwnqwq.com,cryptolocker
dga,salthome,salthome.net,nivdort
dga,lrosunlurljbl,lrosunlurljbl.co.uk,cryptolocker
legit,burusoku,burusoku-vip.com,alexa
dga,ppcqwxclfifhxxpzucinmvx,ppcqwxclfifhxxpzucinmvx.ru,goz
dga,ibqx2h1eim0rq1tb3rl71k2c0og,ibqx2h1eim0rq1tb3rl71k2c0og.biz,newgoz
legit,livestrong,livestrong.com,alexa
legit,micscapital,micscapital.com,legit
legit,fuckinghard,fuckinghard.net,legit
legit,mediafiretrend,mediafiretrend.com,legit
dga,woaqoftdpnvhaxkznvnzmha,woaqoftdpnvhaxkznvnzmha.ru,goz
dga,yeueksrflxilfkphtwog,yeueksrflxilfkphtwog.com,necurs
legit,almasalah,almasalah.com,alexa
legit,softhouse,softhouse.com.cn,alexa
dga,watcmswprulfeeb,watcmswprulfeeb.ru,cryptolocker
dga,1ebzfcm33apqr17eiir41nwn6k6,1ebzfcm33apqr17eiir41nwn6k6.net,newgoz
dga,hykxjbgwhdln,hykxjbgwhdln.ru,cryptolocker
legit,dezignus,dezignus.com,legit
legit,thugkitchen,thugkitchen.com,legit
dga,poksbfcovjblugq,poksbfcovjblugq.ru,cryptolocker
dga,thenbest,thenbest.net,nivdort
legit,merucabs,merucabs.com,alexa
legit,biznes-host,biznes-host.pl,legit
legit,igid,igid.ua,alexa
legit,instair,instair.net,legit
dga,tkeuhimvzxmzydhyxaqhuprw,tkeuhimvzxmzydhyxaqhuprw.ru,goz
dga,ycpekdvrgmyvoy,ycpekdvrgmyvoy.ru,cryptolocker
dga,gg04jf8nw38g1gycfkn19rilmg,gg04jf8nw38g1gycfkn19rilmg.org,newgoz
legit,live-keyword-analysis,live-keyword-analysis.com,legit
dga,1of4ao5kf9loe72zrx51l58prm,1of4ao5kf9loe72zrx51l58prm.net,gameoverdga
dga,elwcokieevqvp,elwcokieevqvp.ru,cryptolocker
legit,freevideo,freevideo.cz,alexa
legit,todosloscomo,todosloscomo.com,legit
legit,unanimis,unanimis.co.uk,legit
dga,tlsiwpucutaxbj,tlsiwpucutaxbj.ru,cryptolocker
dga,xcwtshjmitwfa,xcwtshjmitwfa.ru,cryptolocker
legit,meiwasuisan,meiwasuisan.com,alexa
dga,19gv02n1s7unec16cnzik129n9qo,19gv02n1s7unec16cnzik129n9qo.net,gameoverdga
dga,wcmrfmhqyhapzhuttqtwmrwcsg,wcmrfmhqyhapzhuttqtwmrwcsg.ru,goz
legit,masrawysat,masrawysat.com,alexa
legit,pclady,pclady.com.cn,alexa
dga,whomhope,whomhope.net,nivdort
legit,myibidder,myibidder.com,legit
legit,stepforth,stepforth.com,legit
legit,aminarts,aminarts.com,legit
legit,raveet,raveet.com,alexa
legit,monitorulsv,monitorulsv.ro,legit
legit,publiweb,publiweb.com,legit
dga,ehhasbfpwvejb,ehhasbfpwvejb.ru,cryptolocker
dga,3xx0nh8qbtjj1gflsscvb0xr5,3xx0nh8qbtjj1gflsscvb0xr5.net,gameoverdga
legit,moneymakergroup,moneymakergroup.com,alexa
legit,stockstar,stockstar.com,alexa
dga,dpqsa579db591uqoyaj1tt8qdd,dpqsa579db591uqoyaj1tt8qdd.biz,newgoz
legit,netairspace,netairspace.com,alexa
dga,1nua74512suaf1ipvy8y1nhlsrg,1nua74512suaf1ipvy8y1nhlsrg.org,gameoverdga
dga,jzcijxcmzfyyijcuxhzppn,jzcijxcmzfyyijcuxhzppn.ru,goz
dga,uouwihqprunqoqc,uouwihqprunqoqc.ru,cryptolocker
dga,swheljuojvrfmswfmjndapvyljvdasg,swheljuojvrfmswfmjndapvyljvdasg.ru,goz
dga,tfseholknusddk,tfseholknusddk.ru,cryptolocker
dga,xpawfnwlntqrn,xpawfnwlntqrn.ru,cryptolocker
legit,domainsearch,domainsearch.com,legit
legit,travelplanet24,travelplanet24.com,legit
dga,hamquufwkrhn,hamquufwkrhn.ru,cryptolocker
legit,btobcn,btobcn.net,alexa
dga,hillstate,hillstate.net,nivdort
